"mergeID","isConflicting","existsCommonSlices","totalCommonSlices"
"b108466db5a66ec0ae7d5029b7f5e2c3e8191293","0","0","0"
"b2e9d127d6f6f386af7f0bf5be8a2033c5adbfed","1","0","0"
"00ac416847b91a52387e3e1f03ec29a6be25597e","1","1","4"
"1123a5a9ebb9dd66ff2db1d6ba4f268b1330034d","0","0","0"
"a500a744550573cf84ae899cc42cb0093bbbb7e4","0","0","0"
"270844beb11d88e548cc76ffb369066f2000c3be","0","0","0"
"e2688317a70a69d431370d7b0f97032901b9f9d2","0","0","0"
"f9adea5ad3e851dfa494a2ac5a99a1b445635082","0","0","0"
"26da817beb5f93c35e88283a6314cb06f54f3a4a","0","0","0"
"d80b18d30157bfba0b50e7292af98bd6f9755866","0","0","0"
"52ea49d04c56b83a3684594db03aaccca013f932","1","0","0"
"ae44e9530b57f299695c04ea6bb195d321cb6546","0","0","0"
"12d619b16fc3ff5601c54622286f11b5283cdec2","0","0","0"
"f74c18f9074f6d5608199788ec69fec0e0d539ea","0","0","0"
"240f1c090565a8041bbe083c9dcb23debf174fad","0","0","0"
"922d03cc9b0e1f31a516e73a521db2f27e988f5c","0","0","0"
"6be98d09d11be8ebb78e7649c93048ed3a5663ff","0","0","0"
"51a05de2a066641282fdda2718eb4756401d7db6","0","0","0"
"4aa169618177beff53ad0efc93e7b83071f310db","0","0","0"
"c5514e7551d6cc526ec4e779c84691f722d1e561","0","0","0"
"9e0c726571185f804a9ff51e938f20aa5524adf8","0","0","0"
"0e829374a6ab5976f56a406e18aa74c94e13ca63","0","0","0"
"ab53d5de9fb90e9b38c1c328d624231282e6dfe4","0","0","0"
"1c560acb4df9d4a1a65c36be11c158de417b38a9","0","0","0"
"47376368dc82d5113bacb2a4b647227799216e2e","0","1","1"
"f09d4149d8ccf36fa6dbd5cdc379f72d1e5f6a9f","0","1","2"
"fb31e4c690efa5ad02f3a7a24fd6e207af5d1f47","0","0","0"
"0c3d97bbae44d41579578ce5213cf057cd4698a6","0","1","1"
"385dd1fd6fd7f373f44b78e28e203ae196c848c0","0","0","0"
"ff827646846247d8bba439f2615e005822bc373f","1","1","2"
"8ce918eca317ec8f5c886b5f6317e9fcb8cfcf74","0","0","0"
"638ea2d6e2d9debb0b34c45551c7c49b17479039","0","0","0"
"fdf852315a687e628ea367edb43d2d8e5accd28b","0","0","0"
"0e8656daef4b588c595376e2fe06fc18c993b569","0","1","2"
"e70546ca868c67490462c2c4fedb56d104e6f89b","0","0","0"
"a804d9bc56ea23225469162d3235e446101a7518","0","0","0"
"e12202ac1cd8e98f737f732525af9f28a0c34d8c","0","0","0"
"aa1e9d6f7370f17b93781d2f9798ff8e1fafd790","0","0","0"
"3469fb87054eeb2abd6fdf6f5019c72bbe9457bd","1","1","1"
"2d9b2281b926fb2cfc81aaa4b0c0693ed6791913","0","0","0"
"f96290ef68086795fbb158b1e87fe2f3f0ee1778","0","0","0"
"a7e3773c5b2ae3f52d60ab6a6ea0365bacf4b647","0","0","0"
"6f6401f99185726d9f9d23d92de03e9b12636f4d","0","0","0"
"b408bb355c90ec2daf87c453fa2d3e32e63082c4","0","0","0"
"3e5c03e2c10f8f37db916fa3bfbf2079677e8719","0","0","0"
"2e105ba83b0d559318db1e5881b7b1c2d41048f1","0","1","1"
"0f64a2f9e2f886627e6f3562c7f26502bf0b025a","0","0","0"
"d3e682253690b9988aeb0ec2633848331667dcef","0","0","0"
"592fce7723d21b1ea681d00d0600bd5fe0a5af84","0","0","0"
"2c9ce963ec63685580d1ca7f777641eec4a31bf4","0","0","0"
"d5e39077ad31f56de4c49c143c74af72547215e7","0","0","0"
"d86edbaecf3bf922be388b569cc6806b400722a1","0","0","0"
"9cf0b3521b948698cac633d2441c1761a41004d9","1","1","1"
"c6926a96ebd1f84082cbda398ef20e745fc45f04","1","1","1"
"cbf65784245446705d8a36bf104dd359113df8aa","0","0","0"
"740ce0afd9d49c5a108d6dc56f25e5fc784f6b40","0","0","0"
"2c2d82757a5c42730fe78f33d4a9d18eb22d91d3","0","0","0"
"e68730379ef70f4d669e422911726117ce0d60d4","0","1","1"
"544218a6d21c0bafd3869d285b4b2a6bd70d9784","1","1","1"
"6a13137e941f449cf5aee070ec26eea6721c3984","0","0","0"
"3b86e5dcebfdb53cd740ebf9f43d93528bc7823b","0","0","0"
"72e0e443b6cc347596f7353e369c80e4226a587d","0","0","0"
"6da0dacd848f65b766fce74985da8b9397aee4e7","0","1","1"
"bc8697771d999f46752c0904e2864fe74f8c491e","1","1","1"
"b798ada10de9ca6ebab83ec0a296404032fc0790","0","0","0"
"d3edc52c81661fcb963ea79fb05751fffa8b1a63","0","0","0"
"0747ae5d7493d94ac9fd3125bb031d1f470c7889","1","1","2"
"6abc5140f2b39f9033966d09e7899081d208d5aa","0","1","2"
"4c4a4f6f1dc06617f101f4af8e555736982c8afb","0","1","2"
"21b8e0f316a5ab6dd5563b0b09b944e767ed6ab7","0","0","0"
"b88fb5a1bfcaa30154786960bc1012849bb6bbf4","0","0","0"
"b7294bcf14680c5ce37480bd88173739bfbb724f","1","0","0"
"36246fa236ba6e64f825bea4f3e428b3c9c3932f","0","0","0"
"6720c2c2b6974c3c5090baf5cb77c9913df64c4d","0","0","0"
"a9e23e78ad4fe9f581437b81920414accc929c79","0","0","0"
"20e12bc2926bafab85e58e01ef54d020bf6a1135","0","0","0"
"c8d11fdb214d5dccfdfd413d47e6c55c698ff57c","0","0","0"
"f12a5c0749fb88a258cc9b22e575bc27f8666ce2","0","0","0"
"9bc8dd8b2cc232f3c80821b40926b7d8d003f1b5","0","0","0"
