"mergeID","isConflicting","existsCommonSlices","totalCommonSlices"
"ca5505a1a747bb440bf620f64dfe0f65d598e601","0","0","0"
"50c2a4f6b7ebd1702da494ce7523a8ba251f2ed1","0","0","0"
"cd875b4a3a679627843b962737e4a0ec48b602cd","0","0","0"
"376000213828e9d274c3aa24d189fe43ac4c1d71","0","0","0"
"64f87df573da10371f64d487db2dae307e8f449b","0","0","0"
"dca0e79f11f1eb02dee4b190b794d4ddfa4399d0","0","0","0"
"36a0a0fbcb252a0efa7a6e271593b1f66107f6cc","0","0","0"
"9dfdbb326045e857ca412cba384178f3c7bdbe64","0","0","0"
"ef01b3a63f666603016647dc5b55fb940f24ff80","0","0","0"
"5b1a46c6bf419f960d9333492c8ba3c97b2f436e","0","0","0"
"4df8ebf5f0ab889148574439d79617e0d74071bf","0","0","0"
"4b3e868ec8719df54c42704377b1e591b23a9524","0","0","0"
"680205dbc2733a4dcef7e3abecb0d1fd336bd96d","1","0","0"
"5b8023da3ba7d8a796931b53f0eba1b30632071e","0","0","0"
"9dd86e1d2ae0208f4636cef722d69ba294d142c7","0","0","0"
"135157bfa6e75f9ee1d99e47a46392284beea0c1","0","0","0"
"5d9e396c5964af5343c0a7a19561ae0c39a6a0c5","0","0","0"
"aec8c52ba6973089ea4256309c53c31bf71e5ecd","0","0","0"
"4e5af828ded57bc426b640bac35a7f94556eee30","0","0","0"
"df238ebab91b55e8f24a451984e76f8bc688ce31","0","0","0"
"8fb25e4c24441a5b31ee406244b27fd837dc28fd","0","0","0"
"3cdde556366a4edc1c83b48d1e7db4eaccec95f3","0","1","1"
"53b8b3c3588add7eefaf59ff6528dc07fc3b6138","0","0","0"
"a1bf5682371084ba9cda61bdbd4d40197318bfe6","0","0","0"
"d9d4b56a32d6d65017c56e303d99b88049b6d7e0","0","0","0"
"57c12b9b81a8ae4c6357a11095f7f8c6c98be631","0","0","0"
"291d0c08bb58c10bba9f2b35c9030945fabf0d53","0","1","1"
