"mergeID","isConflicting","existsCommonSlices","totalCommonSlices"
"f5b55cfacf1f1ed8cc46af1db24ce3fde4fe03c7","0","0","0"
"3319013f81542ae5aca3fd73d4665d564c808d5f","0","0","0"
"5da60ca3dcfe77ddebde852bc4032333765c9af1","0","0","0"
"b3824a39225f03d15deb35e32afd8b95dd0e164b","0","0","0"
"576ea8431ba2daa3c7c903b563840fba40b18d67","0","0","0"
"4a44b36862a44b6af571ad2e76662bf9570884be","0","0","0"
"6dc4ee7b46c72e7d0bb35be59b59ee6e12dc3954","0","0","0"
"bd57054db36b0e353954d69cb233a689c23d7755","0","0","0"
"ad3f9fcbffe5804f3a42f9734d730e4225cef883","0","0","0"
"bd27a8a4f10d525323ad8418922baf5978a165a7","0","0","0"
"7fd13c957147cbb33f995b2583e32a31d1ecd766","0","0","0"
"a271c1cb27b7595f19c0dffd1ab93ef14136a0f8","0","0","0"
"51f354cae74356d4b8c078f33242e3b58f197329","0","0","0"
"05eb2ee94cd6fb7ae8eaef94d9282ec13e1f4f6c","0","0","0"
"b1737d0d995c1a769086f176e6017a2511dd263a","0","0","0"
"44f67861dd5557f3dc67010f4f3527a858d4e77e","0","0","0"
"b9616ad8409760088f23bd27bc85612666f7dfdf","0","0","0"
"bc1c7808219a175356eeb158361754fc622ea67d","0","0","0"
"28ca3f9d7e7ab0a52f5dbd741a1fb508c587ba14","0","0","0"
"8420112fe9fc703768580dcfdec2a40b39ab8abf","0","0","0"
"d6dee2fca7e1c37d72caa9b188a08a7942aec8b1","0","0","0"
"3545a3547932c9c3ae50d79bd8c0284444467271","0","1","1"
"7ac5b3b013e2633417d043d448edfc86a11d364d","0","1","1"
"810202b7e952c763546b8dc22b749c80fc01e746","0","0","0"
"d3a31c9d7f22865b53f1f677e51542230001acc0","0","1","1"
"295e3b44337bb5e914467673e6455ec56c1e08ae","0","0","0"
"e35e706bb149fd8597a88ba30f08df6043e02dce","0","1","1"
"dba29b4df43f70aea56eec9dcdfacff7a3a27ccc","1","1","1"
